Name,Time Played,Class,Light,Kills,Deaths,KDR,KDA,Grenade,Melee,Super,Completed 
Essential,232710,Warlock,1545,649.0,11.0,59.0,67.31818181818181,135.0,30.0,4.0,1.0
CaptainUntu,108648,Titan,1557,505.0,20.0,25.25,31.625,86.0,16.0,15.0,1.0
END GROUP + 10349158911
EnemyOfYourStat,377825,Hunter,1563,563.0,34.0,16.558823529411764,24.823529411764707,29.0,20.0,0.0,1.0
Obsidiaen,384757,Warlock,1545,1042.0,26.0,40.07692307692308,49.71153846153846,413.0,16.0,0.0,1.0
EthosCorp,230669,Warlock,1563,245.0,29.0,8.448275862068966,12.017241379310345,75.0,6.0,10.0,1.0
Kay,95572,Warlock,1558,681.0,30.0,22.7,29.366666666666667,262.0,42.0,0.0,1.0
Chungoose,233895,Warlock,1567,611.0,18.0,33.94444444444444,44.833333333333336,117.0,50.0,3.0,1.0
Apricitii,147411,Warlock,1560,47.0,9.0,5.222222222222222,7.277777777777778,0.0,3.0,0.0,0.0
PeachSoju,87538,Hunter,1561,297.0,32.0,9.28125,11.453125,71.0,29.0,2.0,1.0
END GROUP + 10349180728
iSleepin,258678,Titan,1559,554.0,27.0,20.51851851851852,26.87037037037037,33.0,31.0,0.0,0.0
Gwatak,213957,Titan,1566,564.0,35.0,16.114285714285714,26.485714285714284,51.0,71.0,6.0,1.0
Nohopecity,476989,Warlock,1572,1881.0,39.0,48.23076923076923,61.11538461538461,372.0,130.0,10.0,1.0
Warui,125076,Titan,1555,116.0,10.0,11.6,17.95,14.0,11.0,0.0,1.0
Nuggets,255530,Warlock,1559,166.0,7.0,23.714285714285715,27.857142857142858,60.0,22.0,0.0,0.0
Shellshock,166231,Titan,1555,312.0,26.0,12.0,16.634615384615383,55.0,16.0,0.0,1.0
Nuggets,255530,Hunter,1559,255.0,8.0,31.875,45.0625,20.0,9.0,0.0,0.0
Lys Lily Rose,356812,Titan,1567,821.0,43.0,19.093023255813954,26.1046511627907,104.0,84.0,0.0,1.0
LaRédance,263398,Titan,1560,177.0,16.0,11.0625,13.03125,53.0,74.0,0.0,0.0
Hike,153928,Warlock,1559,306.0,26.0,11.76923076923077,16.0,43.0,15.0,3.0,1.0
END GROUP + 10349181528
dimwie,361283,Hunter,1560,254.0,9.0,28.22222222222222,42.22222222222222,33.0,2.0,8.0,1.0
[  ],198767,Hunter,1556,182.0,19.0,9.578947368421053,15.026315789473685,17.0,3.0,0.0,1.0
TheTrueTurtle82,90532,Titan,1558,385.0,18.0,21.38888888888889,28.166666666666668,85.0,44.0,3.0,1.0
GhostSniper250,302959,Titan,1565,367.0,9.0,40.77777777777778,52.72222222222222,19.0,1.0,0.0,1.0
Groxy,270924,Hunter,1561,520.0,14.0,37.142857142857146,49.17857142857143,8.0,0.0,8.0,1.0
JakeSpaceCake,207117,Titan,1583,415.0,10.0,41.5,53.95,45.0,33.0,0.0,1.0
END GROUP + 10349187586
lHiggsl,514001,Hunter,1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xVaIIy,399523,Warlock,1563,316.0,4.0,79.0,94.0,44.0,26.0,1.0,1.0
xMatthew321x,419488,Warlock,1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fon7esDoesMiss,213146,Warlock,1562,174.0,4.0,43.5,61.75,41.0,15.0,0.0,1.0
Iukastv,510004,Warlock,1578,410.0,5.0,82.0,100.8,66.0,24.0,0.0,1.0
xMatthew321x,419488,Titan,1541,151.0,6.0,25.166666666666668,39.583333333333336,31.0,9.0,0.0,1.0
yNotoryu,372761,Warlock,1569,365.0,9.0,40.55555555555556,50.55555555555556,76.0,16.0,5.0,1.0
DeathBatKing_,244896,Titan,1563,249.0,8.0,31.125,40.5,19.0,7.0,0.0,1.0
END GROUP + 10349188091
Scrappy Gogo,89296,Titan,1563,206.0,17.0,12.117647058823529,17.205882352941178,36.0,10.0,0.0,1.0
jWeeksy-,245376,Titan,1564,502.0,15.0,33.46666666666667,46.03333333333333,27.0,17.0,1.0,1.0
bearedlama,92051,Warlock,1564,433.0,19.0,22.789473684210527,30.026315789473685,85.0,17.0,0.0,1.0
Mr Nu,312948,Titan,1582,529.0,17.0,31.11764705882353,35.61764705882353,38.0,14.0,1.0,1.0
Raydialseeker,129817,Hunter,1531,290.0,15.0,19.333333333333332,28.966666666666665,79.0,33.0,1.0,1.0
Cypher,120668,Warlock,1564,375.0,25.0,15.0,21.2,32.0,28.0,3.0,1.0
END GROUP + 10349191496
MiloIsTaken,341195,Warlock,1567,222.0,3.0,74.0,98.16666666666667,61.0,31.0,0.0,1.0
IM3rkMoDe,358486,Hunter,1584,140.0,4.0,35.0,48.375,10.0,2.0,0.0,1.0
Agrippa Da Won,160511,Hunter,1564,130.0,4.0,32.5,54.0,0.0,0.0,2.0,1.0
MarrxM,224898,Warlock,1559,260.0,6.0,43.333333333333336,60.25,79.0,27.0,0.0,1.0
LowLySenpai,143798,Warlock,1560,93.0,8.0,11.625,18.5,14.0,18.0,0.0,1.0
AoCIear,206406,Hunter,1561,754.0,8.0,94.25,99.6875,37.0,0.0,1.0,1.0
END GROUP + 10349192652
BadMudafogah,340725,Hunter,1563,749.0,20.0,37.45,53.1,44.0,21.0,0.0,1.0
Mr.Anderson,280607,Warlock,1566,1247.0,11.0,113.36363636363636,138.5,498.0,119.0,2.0,1.0
Voltz7788,313566,Warlock,1563,419.0,15.0,27.933333333333334,35.733333333333334,62.0,25.0,1.0,1.0
SillyReaper1075,314330,Titan,1566,704.0,19.0,37.05263157894737,49.94736842105263,105.0,33.0,1.0,1.0
Pinutflutter2(dk),257646,Hunter,1561,530.0,17.0,31.176470588235293,43.411764705882355,112.0,11.0,0.0,1.0
BOBCAT DK,104951,Titan,1557,406.0,15.0,27.066666666666666,46.3,64.0,9.0,0.0,1.0
END GROUP + 10349193239
lFrothyPenguin,198681,Hunter,1560,102.0,3.0,34.0,45.833333333333336,12.0,0.0,2.0,1.0
Maxboombastic,225947,Titan,1551,70.0,4.0,17.5,26.5,11.0,8.0,1.0,1.0
MikaMEMM,192089,Hunter,1563,39.0,3.0,13.0,18.833333333333332,8.0,0.0,0.0,1.0
The Holy Soldier,426647,Titan,1564,131.0,5.0,26.2,33.4,18.0,9.0,0.0,1.0
APEX,236209,Titan,1561,186.0,6.0,31.0,37.416666666666664,25.0,11.0,1.0,1.0
HelloKitty_FanClub.TTV,92586,Warlock,1561,129.0,5.0,25.8,29.3,5.0,4.0,0.0,1.0
END GROUP + 10349189043
野生的空白BLANK,309380,Hunter,1565,775.0,68.0,11.397058823529411,14.845588235294118,76.0,45.0,7.0,1.0
GG Bond,194177,Hunter,1512,977.0,69.0,14.159420289855072,20.514492753623188,38.0,88.0,3.0,1.0
真实之月,160659,Warlock,1546,1240.0,38.0,32.63157894736842,37.89473684210526,91.0,36.0,2.0,0.0
枕元neko,166694,Titan,1561,1238.0,83.0,14.91566265060241,17.07831325301205,32.0,33.0,17.0,1.0
Gt鱼,158839,Titan,1565,375.0,18.0,20.833333333333332,30.194444444444443,35.0,0.0,4.0,1.0
君问归期,282662,Hunter,1568,1587.0,61.0,26.016393442622952,31.30327868852459,71.0,113.0,1.0,1.0
索克萨尔suoke,81039,Warlock,1578,561.0,79.0,7.10126582278481,10.955696202531646,122.0,49.0,5.0,1.0
END GROUP + 10349176212
我用尻尻殺時間,94777,Hunter,1533,601.0,31.0,19.387096774193548,27.870967741935484,42.0,37.0,7.0,1.0
kwinds,193170,Warlock,1563,443.0,29.0,15.275862068965518,21.75862068965517,114.0,7.0,2.0,1.0
Akior,112662,Hunter,1559,1269.0,28.0,45.32142857142857,49.785714285714285,39.0,9.0,6.0,1.0
Laurant,242573,Hunter,1558,173.0,28.0,6.178571428571429,10.75,47.0,19.0,0.0,1.0
Noble,181839,Titan,1561,411.0,28.0,14.678571428571429,19.589285714285715,49.0,15.0,0.0,1.0
Panadol 良いもの,118582,Titan,1556,529.0,25.0,21.16,30.32,68.0,36.0,1.0,1.0
END GROUP + 10349183936
MysticMonkeyz,450497,Warlock,1567,534.0,36.0,14.833333333333334,19.47222222222222,148.0,78.0,2.0,1.0
ScoobyShagShag,118255,Warlock,1564,537.0,34.0,15.794117647058824,21.029411764705884,117.0,79.0,2.0,1.0
iDylaw,286431,Titan,1585,491.0,33.0,14.878787878787879,21.46969696969697,86.0,17.0,0.0,1.0
JonerPea,398610,Hunter,1572,1474.0,29.0,50.827586206896555,55.58620689655172,20.0,7.0,29.0,0.0
Oldman,111402,Warlock,1546,246.0,6.0,41.0,49.0,43.0,7.0,4.0,0.0
roniisonfire,351953,Titan,1567,1254.0,30.0,41.8,50.166666666666664,141.0,26.0,6.0,1.0
MrBorkz,131056,Hunter,1559,222.0,3.0,74.0,89.66666666666667,23.0,4.0,1.0,1.0
Ellie171711,493704,Hunter,1569,339.0,35.0,9.685714285714285,12.614285714285714,45.0,6.0,20.0,1.0
END GROUP + 10349183787
TenTen,209499,Warlock,1567,165.0,52.0,3.173076923076923,4.913461538461538,23.0,18.0,3.0,1.0
Fad3C,98917,Hunter,1557,1393.0,51.0,27.313725490196077,31.0,16.0,1.0,0.0,1.0
Kitsu,160955,Hunter,1562,722.0,50.0,14.44,18.17,53.0,30.0,0.0,1.0
Specti,108089,Hunter,1550,656.0,46.0,14.26086956521739,19.967391304347824,24.0,3.0,0.0,1.0
Rampsa,50564,Titan,1567,751.0,46.0,16.32608695652174,22.054347826086957,27.0,7.0,9.0,1.0
uwu rawr nya~ *nuzzles u*,40575,Titan,1567,523.0,54.0,9.685185185185185,13.194444444444445,41.0,6.0,0.0,1.0
END GROUP + 10349199600
Lord_Saltbringer,150927,Hunter,1558,118.0,11.0,10.727272727272727,17.818181818181817,22.0,7.0,0.0,1.0
Caps,146670,Hunter,1560,224.0,12.0,18.666666666666668,23.541666666666668,12.0,2.0,0.0,1.0
Inquires,101337,Warlock,1561,140.0,2.0,70.0,99.0,41.0,4.0,4.0,1.0
Justin Hermouf,155218,Titan,1540,307.0,9.0,34.111111111111114,43.388888888888886,14.0,22.0,0.0,1.0
biblefights,617079,Hunter,1544,123.0,8.0,15.375,21.125,1.0,1.0,0.0,0.0
Sabr D3ath,150888,Titan,1567,241.0,15.0,16.066666666666666,23.166666666666668,25.0,23.0,0.0,1.0
Tubs,242104,Hunter,1565,148.0,13.0,11.384615384615385,16.692307692307693,16.0,9.0,0.0,1.0
END GROUP + 10349198415
Wex_the_X,199871,Hunter,1565,114.0,6.0,19.0,26.916666666666668,12.0,2.0,0.0,1.0
Kalep (CF),218536,Warlock,1562,246.0,5.0,49.2,65.6,73.0,16.0,0.0,1.0
FulyNuli,266584,Hunter,1584,173.0,2.0,86.5,114.5,32.0,43.0,0.0,1.0
Gambit,230662,Titan,1564,155.0,8.0,19.375,28.125,19.0,7.0,0.0,1.0
Golden,107281,Warlock,1559,165.0,5.0,33.0,47.5,17.0,63.0,0.0,1.0
[Ghost]Dragon,125671,Warlock,1562,149.0,7.0,21.285714285714285,28.785714285714285,71.0,16.0,0.0,1.0
END GROUP + 10349199171
GNB JayDorix,127864,Titan,1560,88.0,5.0,17.6,25.7,4.0,2.0,0.0,1.0
Bloodsky,463349,Titan,1562,396.0,4.0,99.0,105.625,24.0,5.0,0.0,1.0
Ξoca,398572,Warlock,1563,86.0,3.0,28.666666666666668,37.666666666666664,34.0,0.0,0.0,1.0
Smoglock,175916,Warlock,1561,250.0,5.0,50.0,61.3,45.0,5.0,0.0,1.0
Guardian,327932,Hunter,1562,80.0,3.0,26.666666666666668,41.333333333333336,1.0,2.0,0.0,1.0
Sarah of a Thousand Voices,299381,Hunter,1544,171.0,5.0,34.2,39.1,9.0,0.0,0.0,1.0
END GROUP + 10349178332
Xuigh,474419,Titan,1567,114.0,1.0,114.0,149.5,4.0,1.0,0.0,1.0
Ensorrr,322258,Titan,1565,89.0,1.0,89.0,117.5,24.0,1.0,0.0,1.0
FractalElements,180342,Warlock,1560,154.0,1.0,154.0,187.0,15.0,6.0,0.0,1.0
Htari,143925,Hunter,1562,48.0,2.0,24.0,39.0,0.0,2.0,0.0,1.0
Baxteryy,182174,Titan,1539,89.0,0.0,89.0,114.0,10.0,0.0,0.0,1.0
Fizzi,137412,Warlock,1559,43.0,1.0,43.0,63.5,2.0,2.0,0.0,1.0
END GROUP + 10349199448
Lux__Lord,271211,Warlock,1570,1226.0,22.0,55.72727272727273,61.06818181818182,419.0,58.0,2.0,1.0
cKH1-,240971,Titan,1567,264.0,21.0,12.571428571428571,17.904761904761905,24.0,3.0,0.0,1.0
hsk20,388997,Warlock,1568,302.0,21.0,14.380952380952381,16.928571428571427,0.0,0.0,8.0,1.0
RED__Senpai,137387,Warlock,1566,829.0,21.0,39.476190476190474,45.857142857142854,140.0,40.0,8.0,1.0
SilentX507,237525,Hunter,1557,120.0,23.0,5.217391304347826,8.08695652173913,14.0,2.0,3.0,1.0
Dark__Lupus,316052,Titan,1574,710.0,24.0,29.583333333333332,36.9375,49.0,44.0,0.0,1.0
END GROUP + 10349189925
Bash Be,295783,Warlock,1562,444.0,19.0,23.36842105263158,28.63157894736842,10.0,10.0,0.0,1.0
FkknAlfredo,230826,Titan,1565,177.0,14.0,12.642857142857142,20.25,15.0,4.0,2.0,1.0
HammyHams,445529,Warlock,1563,679.0,11.0,61.72727272727273,77.31818181818181,161.0,38.0,0.0,1.0
Emoq,132459,Hunter,1570,312.0,12.0,26.0,41.708333333333336,51.0,2.0,0.0,1.0
qwiik,261653,Titan,1552,402.0,14.0,28.714285714285715,35.464285714285715,45.0,8.0,1.0,1.0
disco,340382,Titan,1540,281.0,11.0,25.545454545454547,37.5,44.0,8.0,0.0,1.0
END GROUP + 10349202872
Storm,195087,Titan,1565,735.0,16.0,45.9375,51.875,58.0,4.0,0.0,0.0
北山杉,105168,Warlock,1560,290.0,19.0,15.263157894736842,24.605263157894736,8.0,12.0,10.0,1.0
wait,90626,Warlock,1563,792.0,27.0,29.333333333333332,36.18518518518518,300.0,28.0,0.0,1.0
[Sa]Nanyan,175693,Hunter,1565,159.0,24.0,6.625,10.729166666666666,40.0,4.0,1.0,1.0
拜托Zzzzzz,423586,Titan,1571,226.0,24.0,9.416666666666666,13.666666666666666,39.0,54.0,0.0,1.0
胧里月十一式,198894,Warlock,1563,540.0,19.0,28.42105263157895,41.71052631578947,101.0,16.0,0.0,1.0
阿尔托莉雅,212262,Titan,1548,349.0,8.0,43.625,51.125,24.0,2.0,0.0,1.0
END GROUP + 10349202156
FearzRJ,594271,Warlock,1572,606.0,21.0,28.857142857142858,38.26190476190476,3.0,19.0,16.0,1.0
Discreet_TV,253697,Hunter,1552,792.0,35.0,22.62857142857143,30.7,35.0,161.0,0.0,1.0
slayersayerz,370278,Titan,1567,412.0,9.0,45.77777777777778,51.55555555555556,6.0,2.0,4.0,0.0
Im_Nephilin,228083,Hunter,1560,82.0,12.0,6.833333333333333,12.083333333333334,9.0,2.0,0.0,0.0
JuJu,160872,Warlock,1580,299.0,9.0,33.22222222222222,41.77777777777778,23.0,13.0,0.0,0.0
Boss Man,191770,Hunter,1562,349.0,16.0,21.8125,30.5625,50.0,25.0,5.0,1.0
Alf,115304,Titan,1562,355.0,30.0,11.833333333333334,20.65,58.0,13.0,1.0,1.0
HoLo,153979,Warlock,1534,609.0,34.0,17.91176470588235,23.764705882352942,144.0,38.0,0.0,1.0
Reid.,264084,Titan,1558,643.0,17.0,37.8235294117647,48.35294117647059,41.0,20.0,1.0,1.0
END GROUP + 10349188668
adaeous,178263,Warlock,1573,749.0,22.0,34.04545454545455,44.5,71.0,52.0,0.0,1.0
KnownAsRJ,175788,Hunter,1557,362.0,22.0,16.454545454545453,25.295454545454547,29.0,57.0,6.0,1.0
Yo_Gabs,170472,Warlock,1576,916.0,28.0,32.714285714285715,40.82142857142857,51.0,125.0,0.0,1.0
XxFireyflamexX,238951,Hunter,1565,427.0,25.0,17.08,26.06,14.0,5.0,0.0,1.0
abodthani,248843,Titan,1569,93.0,9.0,10.333333333333334,16.22222222222222,21.0,11.0,0.0,0.0
FrostySoftServe,90073,Titan,1563,347.0,14.0,24.785714285714285,33.32142857142857,43.0,0.0,0.0,1.0
Trashtalk_67,313284,Warlock,1566,702.0,26.0,27.0,35.0,63.0,72.0,1.0,1.0
END GROUP + 10349192261
Slay x Wolf,84448,Titan,1560,203.0,15.0,13.533333333333333,20.5,29.0,2.0,0.0,1.0
charted_gamer007,451625,Titan,1588,1198.0,21.0,57.04761904761905,63.714285714285715,79.0,65.0,6.0,1.0
SGE_13_,153026,Warlock,1558,238.0,18.0,13.222222222222221,22.02777777777778,7.0,9.0,0.0,1.0
janco1,200682,Warlock,1561,363.0,21.0,17.285714285714285,22.452380952380953,118.0,30.0,2.0,1.0
Striky,274140,Warlock,1564,937.0,17.0,55.11764705882353,65.88235294117646,268.0,41.0,0.0,1.0
endoplasmatisches retikulum,75944,Hunter,1545,73.0,21.0,3.4761904761904763,5.809523809523809,27.0,15.0,0.0,1.0
END GROUP + 10349184492
zXovit,475565,Warlock,1569,427.0,9.0,47.44444444444444,57.333333333333336,109.0,14.0,6.0,1.0
Voidnesss,280797,Warlock,1563,211.0,8.0,26.375,34.0625,39.0,1.0,3.0,1.0
Zucraz,101880,Hunter,1563,131.0,10.0,13.1,21.1,17.0,0.0,0.0,1.0
Sterbehilfe76,330468,Warlock,1551,297.0,12.0,24.75,32.041666666666664,70.0,17.0,9.0,1.0
Millxrd,191885,Titan,1570,211.0,6.0,35.166666666666664,47.416666666666664,62.0,8.0,3.0,1.0
kfcIegend,247807,Titan,1576,219.0,8.0,27.375,34.5625,35.0,5.0,0.0,1.0
END GROUP + 10349208241
TheLastAJ,436257,Titan,1562,299.0,27.0,11.074074074074074,17.0,57.0,67.0,3.0,1.0
Outlaw15,236812,Hunter,1558,1224.0,32.0,38.25,46.421875,11.0,1.0,0.0,1.0
Nersty_,217680,Titan,1560,576.0,25.0,23.04,34.5,25.0,7.0,0.0,1.0
u6666j4432,318629,Hunter,1564,685.0,28.0,24.464285714285715,29.910714285714285,25.0,3.0,0.0,1.0
Dreadgen_,143394,Hunter,1558,1117.0,29.0,38.51724137931034,46.94827586206897,52.0,6.0,6.0,1.0
Satyrn,155273,Hunter,1540,250.0,33.0,7.575757575757576,13.606060606060606,23.0,10.0,0.0,1.0
END GROUP + 10349207882
Ali_Murat070,318024,Titan,1564,396.0,11.0,36.0,46.77272727272727,29.0,10.0,0.0,1.0
Blaze_793,255967,Warlock,1565,342.0,11.0,31.09090909090909,34.04545454545455,27.0,2.0,2.0,1.0
DaRe,356365,Hunter,1557,405.0,12.0,33.75,50.25,35.0,3.0,8.0,1.0
xtianalfonso29,267623,Hunter,1567,227.0,14.0,16.214285714285715,23.964285714285715,14.0,34.0,0.0,1.0
Kronk,72518,Hunter,1564,144.0,12.0,12.0,17.375,30.0,4.0,0.0,1.0
Bogrum,52049,Titan,1567,455.0,13.0,35.0,48.0,20.0,2.0,2.0,1.0
END GROUP + 10349192107
prodigy006,173868,Hunter,1558,1687.0,135.0,12.496296296296297,17.90740740740741,80.0,11.0,33.0,1.0
Tapatio Trash,90525,Warlock,1559,2747.0,121.0,22.702479338842974,31.97107438016529,145.0,32.0,35.0,1.0
Tuck o Rilly,262282,Titan,1562,3606.0,124.0,29.080645161290324,37.58064516129032,143.0,171.0,142.0,1.0
Headpats Only,182180,Warlock,1565,1414.0,146.0,9.684931506849315,13.808219178082192,124.0,109.0,34.0,1.0
Diabulis,94791,Titan,1564,4002.0,141.0,28.382978723404257,34.57446808510638,66.0,227.0,30.0,1.0
TokyoNitro,91721,Warlock,1565,6204.0,128.0,48.46875,56.3515625,538.0,141.0,75.0,1.0
END GROUP + 10349209604
diegotx9EUA,768134,Titan,1576,113.0,3.0,37.666666666666664,47.166666666666664,8.0,4.0,0.0,1.0
Ronilvam,526362,Titan,1565,111.0,3.0,37.0,45.0,4.0,6.0,0.0,1.0
Yuu,180051,Titan,1582,181.0,3.0,60.333333333333336,66.33333333333333,17.0,15.0,1.0,1.0
vispose,183170,Warlock,1543,88.0,4.0,22.0,28.0,11.0,5.0,0.0,1.0
Leozudo,670312,Titan,1573,62.0,5.0,12.4,19.4,6.0,2.0,0.0,1.0
lucasgkrt,171595,Hunter,1570,37.0,3.0,12.333333333333334,18.166666666666668,2.0,1.0,0.0,1.0
END GROUP + 10349192784
NonbankStorm0,512631,Titan,1562,53.0,3.0,17.666666666666668,24.833333333333332,2.0,0.0,0.0,1.0
OnceASausage,345458,Warlock,1537,102.0,2.0,51.0,63.25,9.0,6.0,1.0,1.0
OMGLilacWookie,234282,Warlock,1579,60.0,2.0,30.0,34.0,18.0,13.0,0.0,1.0
JayLizzle,130118,Hunter,1545,160.0,2.0,80.0,94.25,8.0,0.0,4.0,1.0
L0ST Skull,130591,Hunter,1561,32.0,4.0,8.0,12.125,7.0,0.0,0.0,1.0
xX ELITE WARS,134468,Titan,1562,45.0,3.0,15.0,19.5,15.0,2.0,1.0,1.0
END GROUP + 10349193457
SlothLVII5254,97362,Hunter,1562,565.0,20.0,28.25,44.85,38.0,13.0,8.0,1.0
K1LL3R2018,33406,Titan,1542,443.0,15.0,29.533333333333335,45.36666666666667,27.0,5.0,5.0,0.0
I Donut Heal,119261,Warlock,1560,831.0,19.0,43.73684210526316,55.39473684210526,39.0,22.0,7.0,1.0
Cruz,191887,Titan,1560,776.0,19.0,40.8421052631579,49.578947368421055,14.0,11.0,6.0,1.0
insect,179070,Hunter,1562,675.0,18.0,37.5,52.166666666666664,57.0,17.0,0.0,1.0
FIERY_FIREFLY,299839,Hunter,1566,303.0,3.0,101.0,127.66666666666667,26.0,21.0,0.0,1.0
VAULT RELIC,172784,Warlock,1558,1058.0,21.0,50.38095238095238,61.166666666666664,133.0,70.0,1.0,1.0
END GROUP + 10349199103
亭台歌楼长安旧,122835,Warlock,1567,315.0,52.0,6.0576923076923075,8.336538461538462,111.0,94.0,8.0,0.0
Makima,97085,Warlock,1585,295.0,18.0,16.38888888888889,18.944444444444443,11.0,2.0,2.0,1.0
AAAnyutingz,243785,Hunter,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
星光熠熠,329005,Warlock,1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
星光熠熠,329005,Titan,1563,1773.0,64.0,27.703125,31.6015625,117.0,7.0,0.0,0.0
Youth,105883,Warlock,1551,639.0,41.0,15.585365853658537,18.28048780487805,44.0,54.0,5.0,1.0
AAAnyutingz,243785,Warlock,1558,2035.0,109.0,18.6697247706422,22.486238532110093,388.0,123.0,10.0,1.0
Heixi,153146,Warlock,1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heixi,153146,Titan,1549,760.0,111.0,6.846846846846847,8.608108108108109,138.0,76.0,3.0,1.0
Funny,220537,Hunter,1569,334.0,40.0,8.35,9.4875,62.0,8.0,3.0,0.0
关于我和见证者打昆特,106198,Hunter,1559,2089.0,103.0,20.281553398058254,23.28640776699029,53.0,69.0,0.0,1.0
Ray,265831,Titan,1561,1751.0,100.0,17.51,21.11,45.0,21.0,7.0,1.0
END GROUP + 10349209588
Cikoe,207993,Hunter,1558,500.0,30.0,16.666666666666668,25.633333333333333,19.0,12.0,1.0,1.0
SoapRR,289501,Titan,1561,693.0,36.0,19.25,27.416666666666668,43.0,2.0,0.0,1.0
vEraxor,213298,Warlock,1554,1143.0,31.0,36.87096774193548,47.62903225806452,409.0,50.0,16.0,1.0
Nunzgonwild,135547,Warlock,1562,714.0,19.0,37.578947368421055,48.76315789473684,138.0,45.0,0.0,1.0
Elisk,133367,Titan,1547,644.0,46.0,14.0,17.184782608695652,75.0,36.0,2.0,1.0
vigario248,215719,Hunter,1562,104.0,6.0,17.333333333333332,24.5,2.0,2.0,0.0,0.0
lil Yao :),107105,Warlock,1566,1020.0,29.0,35.172413793103445,48.53448275862069,163.0,43.0,2.0,1.0
END GROUP + 10349196968
loading,205407,Titan,1563,3380.0,155.0,21.806451612903224,27.261290322580646,362.0,361.0,91.0,1.0
看看吧~~~,111029,Hunter,1582,2699.0,173.0,15.601156069364162,18.095375722543352,97.0,473.0,30.0,1.0
山巅仌,195543,Warlock,1553,1568.0,185.0,8.475675675675676,11.58108108108108,264.0,213.0,110.0,1.0
树晓四季,236740,Warlock,1561,5572.0,163.0,34.1840490797546,38.966257668711656,789.0,83.0,97.0,1.0
Gord_YLY,157619,Hunter,1561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
枫,142497,Titan,1560,1420.0,169.0,8.402366863905325,12.224852071005918,222.0,191.0,37.0,1.0
感觉,265247,Warlock,1543,1633.0,157.0,10.401273885350319,13.968152866242038,416.0,196.0,83.0,0.0
539QAQ,123962,Titan,1566,139.0,4.0,34.75,38.25,17.0,12.0,0.0,1.0
END GROUP + 10349207951
MrHappyFridge,69134,Hunter,1564,88.0,0.0,88.0,118.5,10.0,4.0,0.0,1.0
Poitriot110,377606,Hunter,1570,80.0,1.0,80.0,112.5,13.0,3.0,1.0,1.0
NFY_coffee,116371,Warlock,1562,107.0,0.0,107.0,132.5,21.0,1.0,0.0,1.0
Sammastra,99058,Titan,1564,125.0,0.0,125.0,155.0,1.0,0.0,0.0,1.0
NightShade227,176722,Titan,1509,40.0,2.0,20.0,24.5,10.0,1.0,0.0,1.0
Ketsu,75693,Titan,1565,100.0,1.0,100.0,126.5,21.0,13.0,0.0,1.0
END GROUP + 10349197380
武浅静,161254,Hunter,1533,208.0,24.0,8.666666666666666,12.208333333333334,9.0,5.0,0.0,1.0
Kw0n9,230087,Titan,1558,245.0,15.0,16.333333333333332,20.533333333333335,15.0,12.0,2.0,1.0
★ ☆ Love灬萌妹狗*〆,345211,Titan,1565,211.0,16.0,13.1875,18.59375,20.0,32.0,0.0,1.0
轻语♪,435028,Warlock,1563,438.0,19.0,23.05263157894737,28.42105263157895,38.0,9.0,1.0,1.0
私密马赛,247612,Hunter,1538,235.0,16.0,14.6875,20.125,24.0,15.0,0.0,1.0
玛奇玛小姐的狗,124249,Warlock,1564,737.0,16.0,46.0625,49.03125,10.0,3.0,5.0,1.0
END GROUP + 10349212051
Lindbladarn,176217,Hunter,1564,380.0,8.0,47.5,52.9375,5.0,0.0,4.0,1.0
Zaijmon,138196,Hunter,1562,56.0,7.0,8.0,11.714285714285714,12.0,4.0,0.0,1.0
L4zyTurt1e,327113,Titan,1565,61.0,8.0,7.625,11.1875,8.0,3.0,0.0,1.0
ImaMFnHawk,156512,Warlock,1568,122.0,9.0,13.555555555555555,17.27777777777778,57.0,6.0,8.0,1.0
Ibekkosaurus,22472,Hunter,1570,56.0,6.0,9.333333333333334,13.916666666666666,4.0,0.0,0.0,1.0
BoB,40679,Titan,1564,299.0,6.0,49.833333333333336,59.166666666666664,46.0,5.0,0.0,1.0
END GROUP + 10349211677
БОЛЬНО?,553438,Warlock,1565,109.0,18.0,6.055555555555555,8.583333333333334,24.0,16.0,0.0,1.0
Акулёнок,178332,Warlock,1564,391.0,17.0,23.0,26.08823529411765,12.0,7.0,2.0,1.0
Nevermind,195053,Warlock,1555,175.0,13.0,13.461538461538462,19.076923076923077,51.0,5.0,5.0,1.0
Voice,227410,Warlock,1563,253.0,20.0,12.65,17.675,27.0,8.0,0.0,1.0
忌まわしい,115574,Warlock,1560,120.0,16.0,7.5,10.1875,34.0,23.0,0.0,1.0
URURU,67187,Warlock,1560,917.0,19.0,48.26315789473684,51.13157894736842,50.0,3.0,0.0,1.0
END GROUP + 10349183497
Vilantia,246725,Titan,1558,44.0,5.0,8.8,16.4,9.0,5.0,0.0,1.0
///,173445,Warlock,1558,90.0,7.0,12.857142857142858,18.714285714285715,4.0,4.0,0.0,1.0
